1,JUGO INCA MELON,7798061000208,10,2.4,45.83,3.5,1,2016-7-14,0
2,JUGO INCA NARANJA ,7798061000154,10,2.4,45.83,3.5,13,2016-7-14,0
3,JUGO INCA POMELO ROSADO,7798061000284,10,2.4,45.83,3.5,13,2016-7-14,0
4,JUGO INCA ANANA BANANA,7798061000222,10,2.4,45.83,3.5,14,2016-7-14,0
5,JUGO INCA LIMON,7798061000185 ,10,2.4,45.83,3.5,11,2016-7-14,0
